Record ID,Country,ISO3,Type,RD_Years
7242,China,CHN,Single,2.286105
7240,China,CHN,Single,0.695414
7239,China,CHN,Single,2.239562
7238,China,CHN,Single,2.324435
7235,China,CHN,Single,2.379192
7234,China,CHN,Single,2.373717
7233,China,CHN,Single,2.349076
7232,China,CHN,Single,2.450376
7231,China,CHN,Single,2.321697
7228,China,CHN,Single,0.131417
7227,China,CHN,Single,0.131417
7226,China,CHN,Single,0.131417
7225,China,CHN,Single,0.131417
7224,China,CHN,Single,0.131417
7223,China,CHN,Single,0.131417
7222,China,CHN,Single,0.131417
7221,China,CHN,Single,0.131417
7220,China,CHN,Single,0.131417
7219,China,CHN,Single,0.131417
7218,China,CHN,Single,0.073922
7217,China,CHN,Single,0.073922
7216,China,CHN,Single,0.073922
7215,China,CHN,Single,0.073922
7214,China,CHN,Single,0.073922
7213,China,CHN,Single,0.073922
7212,China,CHN,Single,0.073922
7211,China,CHN,Single,0.073922
7210,China,CHN,Single,2.49692
7208,China,CHN,Single,2.554415
7207,China,CHN,Single,2.565366
7206,China,CHN,Single,2.590007
7205,China,CHN,Single,0.301164
7204,China,CHN,Single,2.592745
7202,China,CHN,Single,2.59822
7195,China,CHN,Single,0.164271
7191,China,CHN,Single,0
7190,China,CHN,Single,0.588638
7189,China,CHN,Single,1.054073
7188,China,CHN,Single,1.631759
7187,China,CHN,Single,2.409309
7186,China,CHN,Single,2.603696
7185,China,CHN,Single,2.669405
7184,China,CHN,Single,2.680356
7183,China,CHN,Single,2.699521
7182,China,CHN,Single,2.704997
7181,China,CHN,Single,2.707734
7180,China,CHN,Single,2.715948
7179,China,CHN,Single,2.757016
7174,China,CHN,Single,1.01848
7172,China,CHN,Single,0.536619
7171,China,CHN,Single,0.073922
7169,China,CHN,Single,0.073922
7168,China,CHN,Single,0.073922
7167,China,CHN,Single,0.073922
7165,China,CHN,Single,2.412047
7164,China,CHN,Single,0.098563
7163,China,CHN,Single,0.098563
7161,China,CHN,Single,3.794661
7159,China,CHN,Single,0.098563
7157,China,CHN,Single,2.765229
7156,China,CHN,Single,0.098563
7155,China,CHN,Single,1.522245
7154,China,CHN,Single,0.5859
7153,China,CHN,Single,2.778919
7152,China,CHN,Single,0.098563
7151,China,CHN,Single,0.804928
7150,China,CHN,Single,2.798084
7149,China,CHN,Single,2.830938
7147,China,CHN,Single,2.893908
7146,China,CHN,Single,1.253936
7145,China,CHN,Single,2.896646
7144,China,CHN,Single,0.804928
7143,China,CHN,Single,0.323066
7142,China,CHN,Single,2.896646
7139,China,CHN,Single,2.896646
7138,China,CHN,Single,2.913073
7137,China,CHN,Single,2.913073
7136,China,CHN,Single,2.951403
7135,China,CHN,Single,2.98152
7134,China,CHN,Single,3.039014
7133,China,CHN,Single,0.090349
7132,China,CHN,Single,0.090349
7131,China,CHN,Single,0.090349
7130,China,CHN,Single,0.090349
7129,China,CHN,Single,0.090349
7128,China,CHN,Single,0.090349
7127,China,CHN,Single,0.090349
7126,China,CHN,Single,0.125941
7125,China,CHN,Single,0.125941
7124,China,CHN,Single,0.125941
7123,China,CHN,Single,0.125941
7122,China,CHN,Single,0.125941
7121,China,CHN,Single,0.125941
7120,China,CHN,Single,0.125941
7119,China,CHN,Single,0.125941
7116,China,CHN,Single,0.125941
7115,China,CHN,Single,0.372348
7113,China,CHN,Single,0.372348
7112,China,CHN,Single,0.372348
7111,China,CHN,Single,0.372348
7110,China,CHN,Single,0.372348
7109,China,CHN,Single,0.090349
7108,China,CHN,Single,0.090349
7107,China,CHN,Single,0.090349
7106,China,CHN,Single,0.090349
7105,China,CHN,Single,0.090349
7103,China,CHN,Single,0.090349
7102,China,CHN,Single,0.090349
7101,China,CHN,Single,0.049281
7098,China,CHN,Single,0.246407
7097,China,CHN,Single,1.793292
7096,China,CHN,Single,1.13347
7086,China,CHN,Single,3.18412
7084,China,CHN,Single,3.208761
7082,China,CHN,Single,3.255305
7081,China,CHN,Single,3.288159
7071,China,CHN,Single,0.479124
7070,China,CHN,Single,1.478439
7069,China,CHN,Single,0.479124
7068,China,CHN,Single,0.11499
7067,China,CHN,Single,0.279261
7065,China,CHN,Single,0.016427
7064,China,CHN,Single,1.084189
7062,China,CHN,Single,1.297741
7061,China,CHN,Single,0.090349
7060,China,CHN,Single,0.090349
7059,China,CHN,Single,0.090349
7058,China,CHN,Single,0.090349
7057,China,CHN,Single,0.090349
7056,China,CHN,Single,0.090349
7055,China,CHN,Single,0.090349
7054,China,CHN,Single,0.090349
7053,China,CHN,Single,0.922656
7052,China,CHN,Single,0.090349
7051,China,CHN,Single,0.090349
7050,China,CHN,Single,0.090349
7049,China,CHN,Single,0.172485
7045,China,CHN,Single,0.082136
7044,China,CHN,Single,0.062971
7043,China,CHN,Single,0.062971
7042,China,CHN,Single,0.062971
7041,China,CHN,Single,0.062971
7040,China,CHN,Single,0.062971
7039,China,CHN,Single,0.062971
7038,China,CHN,Single,0.062971
7037,China,CHN,Single,0.062971
7036,China,CHN,Single,0.062971
7035,China,CHN,Single,0.062971
7029,China,CHN,Single,1.83436
7026,China,CHN,Single,1.46475
7025,China,CHN,Single,0.799452
7024,China,CHN,Single,1.330595
7023,China,CHN,Single,1.130732
7022,China,CHN,Single,0.295688
7021,China,CHN,Single,1.801506
7020,China,CHN,Single,0.881588
7019,China,CHN,Single,3.967146
7018,China,CHN,Single,0.793977
7017,China,CHN,Single,0.098563
7012,China,CHN,Single,0.098563
7011,China,CHN,Single,0.098563
7010,China,CHN,Single,0.098563
7009,China,CHN,Single,0.098563
7008,China,CHN,Single,0.098563
7006,China,CHN,Single,1.420945
7005,China,CHN,Single,1.626283
7001,China,CHN,Single,1.982204
6998,China,CHN,Single,1.201916
6995,China,CHN,Single,1.169062
6984,China,CHN,Single,0.657084
6983,China,CHN,Single,0.654346
6968,China,CHN,Single,0.194387
6966,China,CHN,Single,0.150582
6963,China,CHN,Single,0.150582
6962,China,CHN,Single,0.145106
6961,China,CHN,Single,0.054757
6960,China,CHN,Single,0.054757
6959,China,CHN,Single,0.054757
6958,China,CHN,Single,0.032854
6957,China,CHN,Single,0.032854
6956,China,CHN,Single,0.032854
6955,China,CHN,Single,0.093087
6954,China,CHN,Single,0.032854
6953,China,CHN,Single,0.032854
6951,China,CHN,Single,0.093087
6950,China,CHN,Single,0.093087
6949,China,CHN,Single,0.093087
6948,China,CHN,Single,0.093087
6947,China,CHN,Single,0.093087
6946,China,CHN,Single,0.093087
6945,China,CHN,Single,2.091718
6943,China,CHN,Single,0.062971
6942,China,CHN,Single,0.062971
6941,China,CHN,Single,0.093087
6940,China,CHN,Single,0.062971
6939,China,CHN,Single,0.062971
6938,China,CHN,Single,0.062971
6937,China,CHN,Single,0.062971
6936,China,CHN,Single,0.062971
6935,China,CHN,Single,0.062971
6934,China,CHN,Single,0.062971
6933,China,CHN,Single,0.062971
6932,China,CHN,Single,0.062971
6931,China,CHN,Single,0.062971
6930,China,CHN,Single,0.062971
6927,China,CHN,Single,0.090349
6926,China,CHN,Single,0.093087
6922,China,CHN,Single,3.394935
6921,China,CHN,Single,3.389459
6920,China,CHN,Single,3.512663
6917,China,CHN,Single,3.627652
6914,China,CHN,Single,3.583847
6913,China,CHN,Single,3.605749
6912,China,CHN,Single,0.903491
6911,China,CHN,Single,0.531143
6905,China,CHN,Single,0.093087
6902,China,CHN,Single,0.093087
6901,China,CHN,Single,0.093087
6897,China,CHN,Single,0.232717
6884,China,CHN,Single,0.093087
6883,China,CHN,Single,0.093087
6882,China,CHN,Single,0.260096
6881,China,CHN,Single,0.260096
6880,China,CHN,Single,0.260096
6879,China,CHN,Single,0.260096
6878,China,CHN,Single,0.104038
6877,China,CHN,Single,0.104038
6876,China,CHN,Single,0.104038
6873,China,CHN,Single,0.104038
6872,China,CHN,Single,0.104038
6871,China,CHN,Single,0.1013
6870,China,CHN,Single,0.104038
6869,China,CHN,Single,0.104038
6868,China,CHN,Single,0.104038
6867,China,CHN,Single,0.104038
6866,China,CHN,Single,0.049281
6865,China,CHN,Single,0.1013
6864,China,CHN,Single,0.117728
6863,China,CHN,Single,0.032854
6862,China,CHN,Single,0.030116
6861,China,CHN,Single,0.030116
6860,China,CHN,Single,0.046543
6859,China,CHN,Single,0.046543
6858,China,CHN,Single,0.046543
6857,China,CHN,Single,0.046543
6856,China,CHN,Single,0.046543
6855,China,CHN,Single,0.046543
6854,China,CHN,Single,0.046543
6853,China,CHN,Single,0.117728
6852,China,CHN,Single,0.046543
6851,China,CHN,Single,0.046543
6850,China,CHN,Single,0.117728
6849,China,CHN,Single,0.117728
6848,China,CHN,Single,2.658453
6847,China,CHN,Single,0.117728
6845,China,CHN,Single,0.117728
6843,China,CHN,Single,3.501711
6842,China,CHN,Single,3.676934
6841,China,CHN,Single,3.734428
6840,China,CHN,Single,3.685147
6827,China,CHN,Single,2.253251
6824,China,CHN,Single,1.861739
6822,China,CHN,Single,0.147844
6821,China,CHN,Single,1.779603
6815,China,CHN,Single,0.117728
6813,China,CHN,Single,0.117728
6811,China,CHN,Single,0.117728
6809,China,CHN,Single,0.117728
6808,China,CHN,Single,0.117728
6807,China,CHN,Single,0.659822
6806,China,CHN,Single,0.117728
6805,China,CHN,Single,0.117728
6804,China,CHN,Single,0.714579
6803,China,CHN,Single,0.117728
6802,China,CHN,Single,0.1013
6801,China,CHN,Single,0.1013
6800,China,CHN,Single,0.1013
6799,China,CHN,Single,0.1013
6798,China,CHN,Single,0.1013
6797,China,CHN,Single,0.1013
6796,China,CHN,Single,0.1013
6795,China,CHN,Single,0.1013
6794,China,CHN,Single,0.1013
6793,China,CHN,Single,0.1013
6792,China,CHN,Single,0.046543
6791,China,CHN,Single,0.046543
6790,China,CHN,Single,0.046543
6789,China,CHN,Single,0.046543
6788,China,CHN,Single,0.1013
6787,China,CHN,Single,0.046543
6786,China,CHN,Single,0.1013
6785,China,CHN,Single,0.046543
6784,China,CHN,Single,0.1013
6783,China,CHN,Single,0.046543
6782,China,CHN,Single,0.046543
6781,China,CHN,Single,0.046543
6780,China,CHN,Single,0.1013
6779,China,CHN,Single,0.046543
6778,China,CHN,Single,0.1013
6776,China,CHN,Single,0.046543
6775,China,CHN,Single,0.046543
6774,China,CHN,Single,0.1013
6773,China,CHN,Single,0.1013
6770,China,CHN,Single,0.049281
6769,China,CHN,Single,0.049281
6768,China,CHN,Single,0.049281
6767,China,CHN,Single,0.1013
6765,China,CHN,Single,0.090349
6764,China,CHN,Single,0.1013
6763,China,CHN,Single,0.090349
6762,China,CHN,Single,0.1013
6761,China,CHN,Single,0.1013
6760,China,CHN,Single,0.1013
6758,China,CHN,Single,0.090349
6757,China,CHN,Single,0.1013
6756,China,CHN,Single,0.090349
6755,China,CHN,Single,0.090349
6754,China,CHN,Single,0.090349
6753,China,CHN,Single,0.1013
6752,China,CHN,Single,0.090349
6751,China,CHN,Single,0.1013
6750,China,CHN,Single,0.090349
6749,China,CHN,Single,0.1013
6748,China,CHN,Single,0.090349
6747,China,CHN,Single,0.1013
6746,China,CHN,Single,0.090349
6745,China,CHN,Single,0.090349
6738,China,CHN,Single,0.046543
6737,China,CHN,Single,0.046543
6736,China,CHN,Single,0.046543
6735,China,CHN,Single,0.150582
6734,China,CHN,Single,0.150582
6733,China,CHN,Single,0.150582
6732,China,CHN,Single,0.150582
6731,China,CHN,Single,0.150582
6730,China,CHN,Single,0.150582
6729,China,CHN,Single,0.150582
6728,China,CHN,Single,0.150582
6727,China,CHN,Single,0.150582
6726,China,CHN,Single,0.117728
6725,China,CHN,Single,0.117728
6723,China,CHN,Single,0.117728
6722,China,CHN,Single,0.117728
6721,China,CHN,Single,0.150582
6720,China,CHN,Single,0.117728
6719,China,CHN,Single,0.117728
6716,China,CHN,Single,0.117728
6711,China,CHN,Single,6.748802
6710,China,CHN,Single,0.375086
6709,China,CHN,Single,0.1013
6708,China,CHN,Single,0.1013
6707,China,CHN,Single,0.1013
6706,China,CHN,Single,0.1013
6705,China,CHN,Single,1.28679
6704,China,CHN,Single,1.13347
6703,China,CHN,Single,0.629706
6701,China,CHN,Single,3.731691
6698,China,CHN,Single,3.739904
6697,China,CHN,Single,3.737166
6696,China,CHN,Single,0.1013
6695,China,CHN,Single,0.1013
6694,China,CHN,Single,3.835729
6693,China,CHN,Single,0.1013
6692,China,CHN,Single,0.1013
6691,China,CHN,Single,0.1013
6690,China,CHN,Single,0.1013
6689,China,CHN,Single,3.857632
6688,China,CHN,Single,0.1013
6687,China,CHN,Single,0.1013
6686,China,CHN,Single,3.950719
6685,China,CHN,Single,0.1013
6684,China,CHN,Single,3.926078
6683,China,CHN,Single,4.041068
6682,China,CHN,Single,4.041068
6681,China,CHN,Single,4.134155
6680,China,CHN,Single,0.1013
6679,China,CHN,Single,0.1013
6678,China,CHN,Single,4.208077
6677,China,CHN,Single,0.106776
6676,China,CHN,Single,4.309377
6675,China,CHN,Single,0.106776
6674,China,CHN,Single,0.046543
6673,China,CHN,Single,0.046543
6672,China,CHN,Single,4.312115
6671,China,CHN,Single,0.046543
6670,China,CHN,Single,0.046543
6669,China,CHN,Single,1.319644
6668,China,CHN,Single,0.046543
6667,China,CHN,Single,0.046543
6666,China,CHN,Single,0.046543
6665,China,CHN,Single,0.046543
6664,China,CHN,Single,0.046543
6663,China,CHN,Single,0.046543
6662,China,CHN,Single,0.046543
6661,China,CHN,Single,0.046543
6660,China,CHN,Single,0.046543
6659,China,CHN,Single,0.046543
6658,China,CHN,Single,0.046543
6657,China,CHN,Single,0.046543
6656,China,CHN,Single,0.046543
6654,China,CHN,Single,0.046543
6653,China,CHN,Single,0.046543
6652,China,CHN,Single,0.046543
6651,China,CHN,Single,0.046543
6650,China,CHN,Single,0.046543
6649,China,CHN,Single,0.046543
6648,China,CHN,Single,0.046543
6647,China,CHN,Single,0.046543
6646,China,CHN,Single,0.046543
6645,China,CHN,Single,0.046543
6644,China,CHN,Single,0.046543
6643,China,CHN,Single,0.046543
6642,China,CHN,Single,0.046543
6641,China,CHN,Single,0.046543
6639,China,CHN,Single,0.046543
6638,China,CHN,Single,0.046543
6637,China,CHN,Single,0.046543
6636,China,CHN,Single,0.046543
6635,China,CHN,Single,0.046543
6634,China,CHN,Single,0.046543
6633,China,CHN,Single,0.046543
6632,China,CHN,Single,0.046543
6631,China,CHN,Single,0.027379
6630,China,CHN,Single,0.027379
6629,China,CHN,Single,0.027379
6628,China,CHN,Single,0.027379
6627,China,CHN,Single,0.027379
6626,China,CHN,Single,0.027379
6625,China,CHN,Single,0.027379
6614,China,CHN,Single,0.602327
6612,China,CHN,Single,0.125941
6595,China,CHN,Single,0.440794
6591,China,CHN,Single,0.594114
6582,China,CHN,Single,0.752909
6581,China,CHN,Single,0.175222
6580,China,CHN,Single,0.136893
6579,China,CHN,Single,0.29295
6578,China,CHN,Single,0.996578
6577,China,CHN,Single,0.125941
6575,China,CHN,Single,0.99384
6570,China,CHN,Single,0.459959
6558,China,CHN,Single,1.267625
6550,China,CHN,Single,1.336071
6549,China,CHN,Single,0.418891
6548,China,CHN,Single,0.095825
6528,China,CHN,Single,0.689938
6526,China,CHN,Single,0.306639
6525,China,CHN,Single,1.530459
6523,China,CHN,Single,0.758385
6519,China,CHN,Single,0.027379
6518,China,CHN,Single,0.027379
6517,China,CHN,Single,0.027379
6516,China,CHN,Single,0.027379
6514,China,CHN,Single,0.027379
6513,China,CHN,Single,0.027379
6512,China,CHN,Single,0.027379
6511,China,CHN,Single,0.027379
6510,China,CHN,Single,0.027379
6509,China,CHN,Single,0.027379
6508,China,CHN,Single,3.189596
6507,China,CHN,Single,0.243669
6498,China,CHN,Single,0.205339
6495,China,CHN,Single,0.07666
6494,China,CHN,Single,0.396988
6489,China,CHN,Single,4.583162
6488,China,CHN,Single,4.665298
6487,China,CHN,Single,4.665298
6486,China,CHN,Single,4.665298
6485,China,CHN,Single,4.665298
6484,China,CHN,Single,4.750171
6483,China,CHN,Single,4.750171
6480,China,CHN,Single,4.750171
6479,China,CHN,Single,4.832307
6478,China,CHN,Single,4.832307
6477,China,CHN,Single,4.832307
6476,China,CHN,Single,4.832307
6475,China,CHN,Single,4.832307
6474,China,CHN,Single,5.664613
6473,China,CHN,Single,6.830938
6472,China,CHN,Single,2.097194
6471,China,CHN,Single,2.384668
6470,China,CHN,Single,2.384668
6469,China,CHN,Single,0
6468,China,CHN,Single,0
6467,China,CHN,Single,5.215606
6464,China,CHN,Single,2.05065
6452,China,CHN,Single,0.347707
6448,China,CHN,Single,0.251882
6447,China,CHN,Single,0.251882
6446,China,CHN,Single,1.374401
6445,China,CHN,Single,0.668036
6444,China,CHN,Single,0.999316
6442,China,CHN,Single,4.654346
6441,China,CHN,Single,0.410678
6438,China,CHN,Single,1.544148
6424,China,CHN,Single,1.574264
6423,China,CHN,Single,0.227242
6422,China,CHN,Single,1.434634
6420,China,CHN,Single,0.344969
6415,China,CHN,Single,0.922656
6411,China,CHN,Single,0.780287
6406,China,CHN,Single,2.428474
6405,China,CHN,Single,0.342231
6394,China,CHN,Single,0.405202
6382,China,CHN,Single,5.037645
6381,China,CHN,Single,3.816564
6379,China,CHN,Single,6.247775
6375,China,CHN,Single,14.083504
6370,China,CHN,Single,1.568789
6368,China,CHN,Single,0.531143
6357,China,CHN,Single,3.586585
6354,China,CHN,Single,1.073238
6351,China,CHN,Single,0.306639
6346,China,CHN,Single,5.065024
6342,China,CHN,Single,7.014374
6323,China,CHN,Single,1.40178
6320,China,CHN,Single,0
6319,China,CHN,Single,0
6318,China,CHN,Single,0
6314,China,CHN,Single,0
6300,China,CHN,Single,0.818617
6277,China,CHN,Single,3.214237
6269,China,CHN,Single,6.485969
6268,China,CHN,Single,6.620123
6267,China,CHN,Single,1.497604
6259,China,CHN,Single,6.830938
6235,China,CHN,Single,0.498289
6232,China,CHN,Single,2.855578
6220,China,CHN,Single,5.801506
6218,China,CHN,Single,2.351814
6211,China,CHN,Single,0.413415
6210,China,CHN,Single,1.081451
6201,China,CHN,Single,4
6193,China,CHN,Single,2.001369
6192,China,CHN,Single,3.772758
6186,China,CHN,Single,0.421629
6172,China,CHN,Single,7.931554
6166,China,CHN,Single,1.672827
6158,China,CHN,Single,2.30527
6157,China,CHN,Single,4.747433
6156,China,CHN,Single,5.338809
6155,China,CHN,Single,2.540726
6154,China,CHN,Single,2.116359
6153,China,CHN,Single,3.000684
6152,China,CHN,Single,2.149213
6151,China,CHN,Single,3.000684
6150,China,CHN,Single,3.000684
6149,China,CHN,Single,1.316906
6143,China,CHN,Single,3.000684
6142,China,CHN,Single,3.000684
6141,China,CHN,Single,3.000684
6140,China,CHN,Single,3.000684
6139,China,CHN,Single,3.520876
6137,China,CHN,Single,6.313484
6133,China,CHN,Single,3.583847
6132,China,CHN,Single,0.566735
6127,China,CHN,Single,3.000684
6122,China,CHN,Single,2.688569
6114,China,CHN,Single,0.511978
6111,China,CHN,Single,1.883641
6109,China,CHN,Single,1.560575
6108,China,CHN,Single,0.276523
6107,China,CHN,Single,0.459959
6106,China,CHN,Single,1.390828
6105,China,CHN,Single,0.66256
6104,China,CHN,Single,0.681725
6099,China,CHN,Single,0.933607
6097,China,CHN,Single,1.155373
6095,China,CHN,Single,7.329227
6083,China,CHN,Single,1.073238
6078,China,CHN,Single,0
6077,China,CHN,Single,0.668036
6074,China,CHN,Single,1.344285
6073,China,CHN,Single,1.505818
6069,China,CHN,Single,0
6046,China,CHN,Single,0.210815
6038,China,CHN,Single,0.818617
6034,China,CHN,Single,2.187543
6033,China,CHN,Single,5.026694
6021,China,CHN,Single,1.303217
6015,China,CHN,Single,1.297741
6006,China,CHN,Single,1.111567
6004,China,CHN,Single,3.206023
5995,China,CHN,Single,0.246407
5991,China,CHN,Single,1.278576
5986,China,CHN,Single,1.223819
5985,China,CHN,Single,3.526352
5981,China,CHN,Single,5.169062
5980,China,CHN,Single,0.208077
5979,China,CHN,Single,0.205339
5975,China,CHN,Single,2.433949
5972,China,CHN,Single,2.485969
5965,China,CHN,Single,3.000684
5964,China,CHN,Single,2.390144
5963,China,CHN,Single,2.453114
5962,China,CHN,Single,2.116359
5961,China,CHN,Single,2.116359
5960,China,CHN,Single,0.396988
5947,China,CHN,Single,15.663244
5923,China,CHN,Single,2.313484
5920,China,CHN,Single,3.000684
5918,China,CHN,Single,3.000684
5917,China,CHN,Single,3.000684
5915,China,CHN,Single,2.291581
5883,China,CHN,Single,0.561259
5878,China,CHN,Single,1.61807
5874,China,CHN,Single,1.672827
5861,China,CHN,Single,1.336071
5860,China,CHN,Single,0.328542
5859,China,CHN,Single,3.000684
5858,China,CHN,Single,3.000684
5854,China,CHN,Single,3.000684
5852,China,CHN,Single,2.132786
5851,China,CHN,Single,1.620808
5850,China,CHN,Single,1.629021
5848,China,CHN,Single,1.163587
5846,China,CHN,Single,4.621492
5845,China,CHN,Single,2.518823
5844,China,CHN,Single,2.488706
5840,China,CHN,Single,1.40178
5838,China,CHN,Single,0.788501
5837,China,CHN,Single,1.166324
5831,China,CHN,Single,0.900753
5829,China,CHN,Single,0.566735
5828,China,CHN,Single,0.72553
5827,China,CHN,Single,1.587953
5826,China,CHN,Single,2.130048
5825,China,CHN,Single,2.179329
5823,China,CHN,Single,2.132786
5822,China,CHN,Single,2.036961
5821,China,CHN,Single,2.072553
5820,China,CHN,Single,2.072553
5801,China,CHN,Single,2.108145
5798,China,CHN,Single,3.915127
5797,China,CHN,Single,2.765229
5796,China,CHN,Single,3.000684
5795,China,CHN,Single,2.132786
5794,China,CHN,Single,2.01232
5793,China,CHN,Single,2.179329
5790,China,CHN,Single,2.01232
5788,China,CHN,Single,2.841889
5787,China,CHN,Single,1.842574
5785,China,CHN,Single,4.91718
5783,China,CHN,Single,2.622861
5781,China,CHN,Single,3.249829
5779,China,CHN,Single,4
5776,China,CHN,Single,0.21629
5775,China,CHN,Single,4.481862
5767,China,CHN,Single,0.301164
5765,China,CHN,Single,2.332649
5749,China,CHN,Single,1.869952
5741,China,CHN,Single,0.952772
5740,China,CHN,Single,8.498289
5733,China,CHN,Single,2.083504
5726,China,CHN,Single,2.245038
5725,China,CHN,Single,4.265572
5724,China,CHN,Single,5.127995
5723,China,CHN,Single,2.513347
5722,China,CHN,Single,3.926078
5721,China,CHN,Single,2.852841
5720,China,CHN,Single,3.770021
5719,China,CHN,Single,3.865845
5718,China,CHN,Single,1.965777
5717,China,CHN,Single,2.965092
5715,China,CHN,Single,2.965092
5714,China,CHN,Single,2.965092
5713,China,CHN,Single,2.965092
5711,China,CHN,Single,2.926762
5709,China,CHN,Single,1.609856
5708,China,CHN,Single,3.093771
5699,China,CHN,Single,1.505818
5697,China,CHN,Single,0.251882
5693,China,CHN,Single,0.81588
5691,China,CHN,Single,1.078713
5680,China,CHN,Single,0.793977
5675,China,CHN,Single,0.695414
5671,China,CHN,Single,0.44627
5660,China,CHN,Single,2.800821
5658,China,CHN,Single,1.043121
5655,China,CHN,Single,0.813142
5649,China,CHN,Single,2.384668
5648,China,CHN,Single,0.413415
5647,China,CHN,Single,1.839836
5646,China,CHN,Single,1.990418
5645,China,CHN,Single,2.277892
5644,China,CHN,Single,1.839836
5643,China,CHN,Single,2.683094
5642,China,CHN,Single,2.683094
5641,China,CHN,Single,2.683094
5640,China,CHN,Single,0.528405
5639,China,CHN,Single,2.677618
5638,China,CHN,Single,2.620123
5637,China,CHN,Single,2.620123
5636,China,CHN,Single,2.620123
5635,China,CHN,Single,2.699521
5634,China,CHN,Single,2.568104
5633,China,CHN,Single,2.376454
5629,China,CHN,Single,1.83436
5628,China,CHN,Single,1.333333
5623,China,CHN,Single,2.351814
5622,China,CHN,Single,6.959617
5621,China,CHN,Single,3.353867
5620,China,CHN,Single,2.179329
5619,China,CHN,Single,2.179329
5618,China,CHN,Single,2.261465
5617,China,CHN,Single,2.261465
5616,China,CHN,Single,2.288843
5615,China,CHN,Single,2.132786
5614,China,CHN,Single,2.261465
5598,China,CHN,Single,1.667351
5597,China,CHN,Single,1.667351
5596,China,CHN,Single,1.075975
5595,China,CHN,Single,2.297057
5594,China,CHN,Single,2.297057
5592,China,CHN,Single,1.333333
5589,China,CHN,Single,2.469541
5588,China,CHN,Single,2.05065
5587,China,CHN,Single,2.880219
5586,China,CHN,Single,2.880219
5585,China,CHN,Single,2.965092
5584,China,CHN,Single,2.384668
5583,China,CHN,Single,2.469541
5582,China,CHN,Single,2.469541
5581,China,CHN,Single,2.469541
5580,China,CHN,Single,2.469541
5579,China,CHN,Single,2.132786
5567,China,CHN,Single,0.303901
5562,China,CHN,Single,0.501027
5548,China,CHN,Single,1.582478
5537,China,CHN,Single,3.219713
5529,China,CHN,Single,0
5528,China,CHN,Single,1.672827
5520,China,CHN,Single,3.496235
5514,China,CHN,Single,1.497604
5506,China,CHN,Single,2.086242
5503,China,CHN,Single,3.329227
5492,China,CHN,Single,0.687201
5487,China,CHN,Single,0.939083
5482,China,CHN,Single,0.219028
5480,China,CHN,Single,0.260096
5479,China,CHN,Single,1.998631
5472,China,CHN,Single,15.485284
5467,China,CHN,Single,1.423682
5456,China,CHN,Single,4.599589
5451,China,CHN,Single,0.364134
5450,China,CHN,Single,0.328542
5446,China,CHN,Single,0.380561
5436,China,CHN,Single,0.66256
5433,China,CHN,Single,0.249144
5424,China,CHN,Single,1.919233
5418,China,CHN,Single,6.579055
5417,China,CHN,Single,0.361396
5414,China,CHN,Single,0.503765
5413,China,CHN,Single,2.346338
5409,China,CHN,Single,0.594114
5405,China,CHN,Single,0.930869
5395,China,CHN,Single,2.332649
5382,China,CHN,Single,0.525667
5377,China,CHN,Single,4.980151
5372,China,CHN,Single,0.755647
5370,China,CHN,Single,0.413415
5358,China,CHN,Single,0.925394
5348,China,CHN,Single,0.418891
5324,China,CHN,Single,0.312115
5315,China,CHN,Single,0.125941
5300,China,CHN,Single,3.479808
5289,China,CHN,Single,1.084189
5280,China,CHN,Single,1.344285
5269,China,CHN,Single,1.749487
5264,China,CHN,Single,1.837098
5262,China,CHN,Single,1.965777
5259,China,CHN,Single,3.318275
5239,China,CHN,Single,1.639973
5238,China,CHN,Single,0.03833
5237,China,CHN,Single,0.418891
5236,China,CHN,Single,1.831622
5226,China,CHN,Single,1.273101
5223,China,CHN,Single,1.199179
5219,China,CHN,Single,1.705681
5217,China,CHN,Single,0.922656
5210,China,CHN,Single,0.919918
5198,China,CHN,Single,0.925394
5185,China,CHN,Single,1.815195
5183,China,CHN,Single,0.167009
5179,China,CHN,Single,0.325804
5177,China,CHN,Single,0
5175,China,CHN,Single,0.249144
5169,China,CHN,Single,2.132786
5161,China,CHN,Single,1.705681
5159,China,CHN,Single,2.001369
5148,China,CHN,Single,0.249144
5138,China,CHN,Single,6.576318
5123,China,CHN,Single,0.380561
5117,China,CHN,Single,4.889802
5115,China,CHN,Single,1.998631
5110,China,CHN,Single,9.418207
5097,China,CHN,Single,1.185489
5096,China,CHN,Single,0.424367
5085,China,CHN,Single,0.246407
5078,China,CHN,Single,0.251882
5077,China,CHN,Single,0.635181
5068,China,CHN,Single,2.896646
5067,China,CHN,Single,3.126626
5037,China,CHN,Single,0.394251
5013,China,CHN,Single,0.251882
4999,China,CHN,Single,1.10883
4986,China,CHN,Single,0.383299
4982,China,CHN,Single,1.916496
4957,China,CHN,Single,5.582478
4944,China,CHN,Single,0
4941,China,CHN,Single,0.287474
4937,China,CHN,Single,1.91102
4911,China,CHN,Single,0.673511
4902,China,CHN,Single,3.772758
4887,China,CHN,Single,0.17796
4860,China,CHN,Single,0.402464
4858,China,CHN,Single,0.490075
4855,China,CHN,Single,0.355921
4854,China,CHN,Single,0.383299
4853,China,CHN,Single,0.350445
4852,China,CHN,Single,0.50924
4844,China,CHN,Single,1.136208
4843,China,CHN,Single,1.341547
4829,China,CHN,Single,3.690623
